16403136, 16462670, 16482560, 16431175, 16419859, 16442124, 16490797, 16406938
16378000, 16346664, 16396040, 16367863, 16408813, 16374201, 16387557, 16441494
12101451, 12103139, 12112708, 12101953, 12116646, 12086735, 12097839, 12095499
9572685, 9578184, 9541424, 9579847, 9554464, 9571049, 9581457, 9581301
9448606, 9444899, 9430158, 9440524, 9446823, 9436373, 9441516, 9450068
8270522, 8265088, 8285229, 8243098, 8260991, 8225911, 8251067, 8251202
8286515, 8259588, 8238548, 8251113, 8260122, 8242706, 8240692, 8249914
8269530, 8262715, 8243227, 8237195, 8264194, 8259496, 8243256, 8247026
8231569, 8248476, 8243546, 8249752, 8246301, 8235223, 8246765, 8249839
8219702, 8277525, 8218415, 8279880, 8248710, 8287198, 8250765, 8271522
8258497, 8243668, 8251962, 8268978, 8265802, 8237462, 8281901, 8245399
8243099, 8275862, 8252187, 8288149, 8238083, 8264180, 8233892, 8264088
8282292, 8235777, 8249108, 8257985, 8262333, 8230945, 8281296, 8242709
8252045, 8241080, 8289668, 8250218, 8274677, 8253759, 8256083, 8230765
8287220, 8260192, 8297457, 8279013, 8271879, 8273909, 8272604, 8279941
8241797, 8256426, 8247587, 8274381, 8250230, 8246509, 8240044, 8259170
8230711, 8242437, 8242278, 8252117, 8233447, 8248536, 8243622, 8236681
8256103, 8267993, 8271096, 8279245, 8251521, 8277882, 8276838, 8264484
8237155, 8247974, 8296734, 8241115, 8250597, 8255403, 8277870, 8236984
8249543, 8233894, 8244373, 8229509, 8259775, 8238794, 8244540, 8247092
8274036, 8235250, 8228790, 8300477, 8291043, 8198778, 8224246, 8292122
8261226, 8257411, 8270241, 8249868, 8224646, 8271425, 8284439, 8238499
8220317, 8234324, 8256857, 8260888, 8247925, 8228292, 8230264, 8238587
8264819, 8222954, 8262825, 8257904, 8251975, 8238121, 8261612, 8279538
8274216, 8261006, 8215929, 8250199, 8275225, 8269615, 8216561, 8264380
8230337, 8260671, 8226281, 8248888, 8249360, 8240981, 8248504, 8235591
8290954, 8216267, 8255520, 8233273, 8306901, 8242569, 8263578, 8253392
8260398, 8257607, 8232479, 8265546, 8268931, 8245396, 8237110, 8268050
8241223, 8241412, 8284885, 8250272, 8243856, 8237084, 8289877, 8263252
8248592, 8271294, 8236732, 8265813, 8252690, 8261639, 8244264, 8253730
8291742, 8229342, 8262040, 8229093, 8279875, 8266283, 8255334, 8236031
8234473, 8301833, 8220770, 8283296, 8263464, 8279782, 8201414, 8278579
8263976, 8266052, 8231069, 8247624, 8230826, 8258226, 8223203, 8228228
8240883, 8277897, 8227357, 8286192, 8233262, 8283221, 8233165, 8265292
8283802, 8284234, 8276648, 8280101, 8298326, 8296596, 8277318, 8281277
8236151, 8230351, 8231511, 8223536, 8232149, 8256335, 8254653, 8253203
8248244, 8241603, 8238761, 8238993, 8218751, 8252217, 8231192, 8243720
8234498, 8232903, 8242560, 8238790, 8248592, 8239892, 8244271, 8230960
8259206, 8282087, 8258220, 8267210, 8252159, 8264397, 8224029, 8254189
8249783, 8245339, 8266898, 8243573, 8233792, 8253108, 8265443, 8255694
8233599, 8234324, 8247925, 8249143, 8249230, 8262106, 8259206, 8255320
8305142, 8304330, 8305345, 8306099, 8305780, 8304794, 8305954, 8305461
8258336, 8264194, 8266398, 8266572, 8263846, 8260569, 8247229, 8252913
8229087, 8293963, 8274497, 8236945, 8237898, 8274385, 8260685, 8247059
8245488, 8285277, 8238949, 8270844, 8266697, 8242671, 8259518, 8237836
8265573, 8296622, 8214523, 8242258, 8257034, 8310194, 8207470, 8258322
8259393, 8239313, 8248759, 8289079, 8236016, 8252289, 8245064, 8271578
8265397, 8270980, 8260718, 8238911, 8274821, 8256536, 8241206, 8254471
8254092, 8222332, 8313468, 8231356, 8276159, 8210318, 8302364, 8234457
8254787, 8247054, 8273737, 8253975, 8251582, 8269809, 8256658, 8245393
