16417203, 16477195, 16497456, 16445211, 16434978, 16456754, 16505258, 16421674
16392696, 16361399, 16399224, 16388139, 16414824, 16389767, 16412631, 16467302
12118486, 12120446, 12130554, 12122197, 12134948, 12105518, 12116427, 12113339
9560596, 9606843, 9587132, 9592143, 9582736, 9591830, 9615142, 9578598
9440420, 9442047, 9439541, 9465379, 9474328, 9452466, 9446003, 9455167
8264977, 8255900, 8264745, 8273242, 8254508, 8255233, 8256306, 8282087
8258771, 8248099, 8240733, 8252275, 8269211, 8262541, 8230989, 8231975
8242859, 8276083, 8252241, 8288175, 8238166, 8264340, 8233456, 8263933
8238140, 8247587, 8296502, 8241644, 8251472, 8255401, 8276405, 8235602
8252341, 8241164, 8289522, 8250576, 8275481, 8253803, 8256304, 8230920
8255652, 8257802, 8207610, 8250185, 8260754, 8290638, 8240012, 8255652
8230814, 8242363, 8242448, 8252079, 8233069, 8248862, 8243858, 8236786
8277070, 8273532, 8270081, 8265441, 8272140, 8269008, 8278201, 8276229
8281690, 8248467, 8243279, 8246994, 8260675, 8263190, 8272998, 8253032
8274458, 8261314, 8214669, 8249819, 8274590, 8269766, 8215725, 8263536
8271878, 8263779, 8285718, 8243323, 8260846, 8224996, 8251804, 8250642
8268375, 8279577, 8304871, 8272726, 8281167, 8288822, 8310345, 8261435
8218886, 8277176, 8219679, 8280181, 8248868, 8286641, 8251781, 8272432
8255755, 8272912, 8253809, 8268734, 8246258, 8244342, 8242275, 8270453
8252594, 8257901, 8268718, 8259235, 8255407, 8252652, 8261584, 8271560
8272662, 8256161, 8270661, 8262338, 8255436, 8247983, 8256248, 8250767
8259287, 8257189, 8232565, 8265551, 8267567, 8247055, 8237033, 8266991
8282971, 8236902, 8250265, 8258269, 8262122, 8229430, 8280168, 8242282
8292050, 8229559, 8261532, 8229476, 8280330, 8266646, 8255260, 8237100
8238645, 8272227, 8267065, 8266195, 8258481, 8264861, 8262280, 8262135
8243865, 8240443, 8251260, 8225595, 8227799, 8228901, 8234527, 8247461
8240752, 8241191, 8284126, 8250680, 8243410, 8237700, 8289988, 8263595
8252159, 8260047, 8256509, 8249694, 8244474, 8251376, 8241516, 8246504
8245818, 8228253, 8240157, 8237834, 8256997, 8250890, 8236934, 8246317
8273303, 8235883, 8228953, 8300511, 8291285, 8199069, 8225002, 8290753
8233164, 8248969, 8245112, 8249462, 8244706, 8230351, 8233889, 8232903
8305200, 8305084, 8304533, 8304388, 8304910, 8304620, 8305809, 8305548
8256336, 8263618, 8231639, 8286664, 8249412, 8282832, 8215729, 8255182
8262075, 8257377, 8269668, 8250668, 8224658, 8270657, 8284647, 8238716
8241839, 8282900, 8252377, 8250554, 8215219, 8264593, 8245196, 8249356
8251447, 8307023, 8193138, 8289776, 8281425, 8285436, 8168405, 8299335
8246823, 8236615, 8233773, 8230670, 8244735, 8245402, 8244880, 8240327
8290375, 8216873, 8255278, 8232873, 8307632, 8242887, 8262888, 8253911
8248534, 8250332, 8268370, 8274924, 8264542, 8263063, 8249027, 8252826
8219794, 8252872, 8241645, 8252307, 8255199, 8227567, 8251240, 8242719
8245189, 8285395, 8239156, 8270972, 8266551, 8242828, 8259280, 8239439
8237356, 8233197, 8229047, 8244251, 8234419, 8288460, 8239464, 8240237
8243521, 8237197, 8294158, 8260767, 8250284, 8254411, 8275136, 8238845
8250854, 8258858, 8238500, 8231250, 8232932, 8237514, 8227335, 8232294
8245119, 8286190, 8264595, 8238626, 8249540, 8280664, 8241447, 8253426
8258367, 8244327, 8252479, 8268881, 8265679, 8237568, 8281914, 8244031
8254979, 8246587, 8274973, 8253584, 8251612, 8269348, 8256830, 8245099
8236188, 8262187, 8275050, 8248957, 8261459, 8255632, 8262355, 8254521
8265474, 8222367, 8262794, 8257830, 8252463, 8237723, 8261816, 8281009
8259233, 8239594, 8246290, 8287953, 8235081, 8252312, 8246330, 8273434
8249172, 8254334, 8249404, 8248998, 8255117, 8252101, 8251231, 8253290
8260876, 8246343, 8250283, 8256476, 8234441, 8227466, 8234922, 8241827
8229212, 8253240, 8279629, 8261013, 8243371, 8257061, 8261444, 8246060
8275011, 8243713, 8246601, 8276954, 8254135, 8243483, 8247458, 8253269
