16417087, 16476934, 16496934, 16445733, 16435007, 16456783, 16505780, 16421297
16394813, 16374188, 16416015, 16405510, 16433239, 16413895, 16408774, 16460690
12118457, 12120475, 12130264, 12122313, 12135238, 12105576, 12116195, 12112962
9603944, 9618472, 9642194, 9610519, 9608576, 9635550, 9641062, 9595769
9486202, 9448584, 9469151, 9470460, 9451545, 9462454, 9440707, 9457160
8254511, 8223745, 8313016, 8230534, 8276439, 8210973, 8302941, 8234766
8261785, 8257145, 8269291, 8250175, 8224368, 8270280, 8284212, 8238310
8243062, 8275938, 8252299, 8288320, 8238398, 8264369, 8233688, 8264339
8241574, 8238935, 8234875, 8245025, 8252826, 8242154, 8237833, 8231888
8265624, 8258356, 8248644, 8248415, 8252004, 8259536, 8259368, 8230963
8230698, 8242334, 8242419, 8251789, 8232895, 8248775, 8243626, 8236583
8268172, 8286508, 8293010, 8283253, 8304860, 8275511, 8286275, 8274079
8296355, 8311261, 8277969, 8271647, 8276142, 8302010, 8272314, 8279767
8273965, 8261111, 8215684, 8250544, 8274532, 8269215, 8216131, 8264522
8247490, 8238355, 8237630, 8250361, 8267674, 8256306, 8232091, 8232294
8218228, 8253452, 8250084, 8262805, 8245919, 8234556, 8234275, 8238862
8252080, 8241193, 8289348, 8250373, 8275162, 8253716, 8255956, 8230427
8238790, 8246127, 8242328, 8235426, 8237804, 8232816, 8230931, 8249056
8240491, 8240901, 8283836, 8250477, 8243033, 8237700, 8289756, 8263276
8290520, 8216931, 8255394, 8233134, 8307661, 8243119, 8262975, 8254085
8281246, 8279323, 8212297, 8267727, 8282003, 8279313, 8206507, 8253693
8273067, 8261285, 8285399, 8243932, 8262615, 8222212, 8251340, 8252585
8251637, 8261109, 8260740, 8283698, 8245011, 8242776, 8261792, 8287853
8255275, 8260383, 8208915, 8252186, 8258927, 8286172, 8235459, 8257682
8273274, 8236115, 8229330, 8300598, 8291256, 8199243, 8225060, 8290782
8219408, 8277553, 8218693, 8279775, 8249100, 8287279, 8251665, 8271591
8305780, 8304330, 8304649, 8304011, 8304968, 8304272, 8306389, 8306215
8257207, 8245023, 8252044, 8269374, 8265012, 8238061, 8281711, 8245365
8283000, 8236989, 8250381, 8258704, 8262325, 8229807, 8280951, 8241093
8276432, 8250941, 8269617, 8247432, 8247084, 8224348, 8253609, 8248302
8221392, 8229242, 8283560, 8290259, 8206942, 8219675, 8303442, 8293341
8235136, 8233744, 8245866, 8267935, 8256712, 8253000, 8241400, 8272807
8246214, 8239718, 8236064, 8236209, 8239776, 8256886, 8236470, 8223681
8250203, 8242100, 8223769, 8240452, 8223660, 8271814, 8242538, 8250793
8237814, 8240259, 8242390, 8231280, 8256533, 8234882, 8250477, 8249217
8242698, 8274629, 8229654, 8271122, 8250539, 8271294, 8239594, 8256798
8268834, 8285219, 8255262, 8260482, 8257350, 8271183, 8262106, 8255117
8255095, 8246877, 8275176, 8253874, 8251525, 8269435, 8257062, 8245244
8244184, 8241864, 8235281, 8226755, 8245344, 8233454, 8244155, 8238210
8237196, 8278002, 8231204, 8276833, 8230794, 8280367, 8220833, 8257473
8244478, 8240908, 8265862, 8259022, 8231662, 8248237, 8239309, 8263508
8257466, 8264687, 8255059, 8248041, 8260337, 8263295, 8254247, 8262396
8266750, 8221758, 8263374, 8257337, 8253188, 8237056, 8262106, 8279704
8237850, 8248602, 8295487, 8241665, 8250660, 8254705, 8276579, 8237777
8228042, 8272190, 8277245, 8227623, 8242015, 8272885, 8285817, 8238637
8259925, 8257595, 8232710, 8265725, 8267973, 8247432, 8237468, 8267368
8229212, 8253066, 8279542, 8260752, 8243545, 8257090, 8261415, 8246089
8266804, 8249298, 8256555, 8236161, 8241724, 8261112, 8243352, 8257061
8229973, 8292896, 8275949, 8237387, 8238251, 8272590, 8261673, 8247849
8250809, 8300469, 8205028, 8279365, 8257181, 8298776, 8191982, 8286053
8236362, 8256880, 8270439, 8254612, 8267868, 8251485, 8260789, 8256870
8259715, 8269280, 8223994, 8270958, 8238258, 8250826, 8262676, 8277131
8244872, 8262917, 8239094, 8285537, 8244533, 8275395, 8224500, 8277029
8250129, 8244503, 8246156, 8237543, 8227741, 8242125, 8241313, 8232062
8247577, 8252304, 8256538, 8259061, 8244039, 8240095, 8240704, 8249897
8257087, 8238782, 8244057, 8288214, 8237256, 8255560, 8246707, 8271984
8245884, 8239830, 8252781, 8244419, 8236860, 8238222, 8220611, 8242502
8291760, 8229443, 8261126, 8229049, 8280272, 8266849, 8255144, 8237013
8220317, 8264919, 8246127, 8258597, 8245025, 8278752, 8276635, 8265644
8246337, 8244285, 8291942, 8235291, 8254238, 8253346, 8273811, 8254325
8246202, 8228189, 8247847, 8250966, 8247781, 8236746, 8253192, 8238869
8258593, 8293108, 8271541, 8225642, 8251235, 8247595, 8208612, 8246658
8263248, 8294900, 8205204, 8253557, 8239443, 8308467, 8227089, 8273777
8263398, 8283929, 8274708, 8223195, 8226558, 8254993, 8271712, 8236847
8272763, 8252270, 8238920, 8213339, 8307252, 8252288, 8276872, 8230938
8227530, 8258655, 8229987, 8274904, 8219749, 8277179, 8255875, 8308492
8260846, 8264060, 8251480, 8235922, 8240921, 8268607, 8245928, 8265993
8265876, 8260337, 8258597, 8251028, 8235078, 8246011, 8248273, 8255958
8254218, 8242879, 8246736, 8249694, 8250361, 8247606, 8256248, 8260598
8263558, 8257155, 8244841, 8244213, 8275438, 8268994, 8268171, 8220904
8220410, 8242952, 8243596, 8258246, 8266047, 8258968, 8265833, 8258245
8251927, 8259757, 8269327, 8269878, 8267558, 8267181, 8268863, 8264223
8264980, 8262383, 8250872, 8262964, 8269907, 8234166, 8237967, 8264400
8243405, 8237168, 8294187, 8261202, 8250139, 8254005, 8274759, 8239193
8281420, 8274286, 8266398, 8269849, 8270893, 8271647, 8271763, 8276838
8249278, 8265407, 8272282, 8268475, 8274814, 8276199, 8260830, 8245524
8303779, 8301749, 8302851, 8304562, 8306157, 8305403, 8305171, 8302155
