16417725, 16477166, 16497398, 16446574, 16434833, 16456986, 16505838, 16421007
16407254, 16349335, 16426774, 16393736, 16441243, 16383387, 16416082, 16439027
12119037, 12119083, 12130206, 12121965, 12135209, 12105373, 12117297, 12113310
9643716, 9601979, 9628899, 9629319, 9633275, 9633286, 9626040, 9622358
9470870, 9468756, 9458913, 9461000, 9455797, 9452611, 9447743, 9465781
8270376, 8280418, 8305596, 8281252, 8283777, 8284269, 8306372, 8263987
8230843, 8242479, 8242622, 8252050, 8233040, 8248978, 8243887, 8236873
8242917, 8275967, 8251980, 8288088, 8238166, 8264340, 8233630, 8264136
8276412, 8259719, 8230055, 8241716, 8260153, 8277458, 8244259, 8239199
8219379, 8277495, 8218954, 8280413, 8248781, 8287569, 8251288, 8272635
8269008, 8254711, 8270458, 8254943, 8276374, 8254189, 8261671, 8253174
8268341, 8246185, 8258858, 8263295, 8270806, 8247751, 8258771, 8270400
8282594, 8235858, 8250526, 8259081, 8261687, 8229836, 8281386, 8241412
8272777, 8262097, 8286211, 8244541, 8262644, 8222705, 8251833, 8251715
8252225, 8241135, 8289580, 8250605, 8275394, 8253629, 8255985, 8230572
8273477, 8236057, 8229446, 8300540, 8291314, 8199330, 8225234, 8290724
8240404, 8241046, 8283807, 8250622, 8243294, 8237729, 8289872, 8263392
8274023, 8261227, 8215510, 8249790, 8274909, 8268983, 8216334, 8263536
8235165, 8261845, 8277940, 8275968, 8234556, 8263034, 8263324, 8264194
8259809, 8257682, 8232623, 8265812, 8267944, 8247316, 8237613, 8267310
8305403, 8305954, 8305316, 8304185, 8304562, 8304185, 8305316, 8305780
8247461, 8246852, 8239573, 8238703, 8234701, 8237891, 8232584, 8230670
8263730, 8246504, 8239109, 8239138, 8231395, 8243604, 8265644, 8267761
8276026, 8273242, 8256016, 8258568, 8261584, 8258742, 8255407, 8254943
8247925, 8258992, 8246762, 8274476, 8241560, 8236628, 8236649, 8269409
8244611, 8262917, 8238978, 8285363, 8244562, 8275395, 8224239, 8277087
8256712, 8237456, 8233280, 8230525, 8232903, 8246156, 8232236, 8246852
8262017, 8257232, 8269465, 8250436, 8224484, 8270454, 8284386, 8238542
8246717, 8244580, 8245203, 8237805, 8247340, 8240769, 8241371, 8241329
8290259, 8216757, 8255133, 8232728, 8307371, 8242713, 8262685, 8253766
8236268, 8271477, 8218241, 8279994, 8251819, 8299710, 8218716, 8251847
8238023, 8253033, 8236761, 8248630, 8249412, 8273786, 8235230, 8216080
8258829, 8285973, 8262918, 8251492, 8237659, 8257118, 8262425, 8257205
8263250, 8262413, 8211438, 8241514, 8254838, 8281358, 8236300, 8261510
8248460, 8306327, 8191833, 8281540, 8278699, 8290366, 8171856, 8296319
8240994, 8234237, 8236557, 8231888, 8213937, 8248737, 8251492, 8260279
8278114, 8277012, 8272140, 8277824, 8282203, 8284407, 8279970, 8281072
8225972, 8228930, 8250361, 8249027, 8256306, 8237920, 8238935, 8233338
8258396, 8244269, 8251609, 8269258, 8266346, 8237771, 8281015, 8244495
8227733, 8258162, 8230364, 8274962, 8219923, 8276802, 8256716, 8307535
8259291, 8239623, 8246348, 8287895, 8235139, 8252428, 8246330, 8273492
8249875, 8277548, 8250675, 8234044, 8261111, 8285971, 8250350, 8247945
8225159, 8258556, 8231002, 8251727, 8251777, 8232526, 8241815, 8246315
8255382, 8246534, 8271227, 8264909, 8230328, 8243046, 8240875, 8267075
8260174, 8262072, 8246877, 8255152, 8232860, 8276190, 8250898, 8280650
8242742, 8254589, 8272411, 8241678, 8273987, 8251485, 8260673, 8254086
8265619, 8222425, 8263635, 8257395, 8251738, 8237520, 8262773, 8280661
8244126, 8239834, 8240008, 8236731, 8235020, 8235020, 8245982, 8229916
8266574, 8250688, 8256963, 8250013, 8266622, 8243996, 8279597, 8230300
8253581, 8247295, 8249868, 8239507, 8278865, 8263114, 8265470, 8270395
8237415, 8247355, 8295168, 8242891, 8250979, 8254995, 8277391, 8236646
8244899, 8285772, 8239707, 8270595, 8266609, 8243089, 8259628, 8238337
8255153, 8246761, 8275234, 8253874, 8251931, 8269522, 8257004, 8245360
8236227, 8235451, 8246372, 8248102, 8252433, 8240397, 8217856, 8247838
8255204, 8251956, 8250738, 8252362, 8259960, 8261874, 8262715, 8269066
8228980, 8253008, 8279339, 8260752, 8242994, 8256858, 8261299, 8245741
8259686, 8269280, 8224052, 8270871, 8238200, 8250913, 8262705, 8276957
8274576, 8242495, 8246079, 8276664, 8254657, 8242729, 8248705, 8254197
8254959, 8287351, 8271924, 8236390, 8220468, 8254355, 8270233, 8241690
8262557, 8269251, 8250552, 8231398, 8239297, 8269187, 8244913, 8265877
8240578, 8259027, 8275791, 8269548, 8270435, 8267731, 8251492, 8237172
8255555, 8223020, 8312900, 8230824, 8275743, 8211263, 8302245, 8233751
8244188, 8236211, 8294506, 8261318, 8250545, 8253454, 8275658, 8239135
8292282, 8229095, 8261822, 8229244, 8280504, 8266588, 8255115, 8237129
8258016, 8259556, 8259199, 8235684, 8256534, 8239486, 8283118, 8252234
8241487, 8238529, 8250506, 8245054, 8268631, 8260366, 8255001, 8248853
8247606, 8250071, 8250883, 8251202, 8254102, 8241284, 8258075, 8245344
8272908, 8252473, 8238833, 8213107, 8307397, 8252027, 8277423, 8231518
8256973, 8269356, 8261468, 8259206, 8258713, 8261004, 8266717, 8255233
8228467, 8277329, 8249970, 8265060, 8248808, 8254535, 8276155, 8257467
8218434, 8233882, 8280892, 8294957, 8200852, 8224982, 8294713, 8298271
8294499, 8264204, 8232833, 8246601, 8278554, 8261112, 8188977, 8261556
8263150, 8256770, 8258162, 8263005, 8242560, 8243140, 8233396, 8255900
8220828, 8292123, 8241524, 8260886, 8248610, 8294125, 8219586, 8262794
8251840, 8265084, 8236802, 8257983, 8244593, 8278820, 8260157, 8250909
8269462, 8263475, 8268202, 8256544, 8245553, 8260245, 8233565, 8257415
8243684, 8280574, 8227189, 8268628, 8250800, 8261231, 8242900, 8257204
8252060, 8232829, 8240887, 8236843, 8246186, 8239791, 8257252, 8246496
8302909, 8304446, 8305316, 8302735, 8304852, 8304562, 8304852, 8301952
8245605, 8233599, 8223681, 8228408, 8232468, 8247026, 8244706, 8253667
8264458, 8263340, 8250582, 8262645, 8269530, 8234775, 8237271, 8264458
8288501, 8295300, 8297725, 8300525, 8289079, 8295358, 8297411, 8294582
8230855, 8267405, 8280000, 8223128, 8248018, 8267839, 8293937, 8233359
8254475, 8287801, 8277805, 8239156, 8253410, 8245188, 8205248, 8237320
8229973, 8292896, 8275891, 8237416, 8238309, 8272677, 8261702, 8247965
8244909, 8232331, 8268778, 8263984, 8253133, 8229720, 8263559, 8253612
8266660, 8232674, 8255257, 8227895, 8285926, 8251405, 8268997, 8262226
8260558, 8223659, 8240661, 8280227, 8272002, 8235242, 8258656, 8273762
8280570, 8251823, 8273881, 8257240, 8246863, 8277633, 8238221, 8240928
8278362, 8233657, 8245306, 8249338, 8270424, 8244631, 8267273, 8244481
8275527, 8289538, 8305119, 8283842, 8271545, 8296486, 8301437, 8275334
8275813, 8275289, 8257327, 8250527, 8261044, 8239404, 8252901, 8239411
8244284, 8266432, 8245926, 8269869, 8238099, 8266695, 8242108, 8270226
8265035, 8254421, 8243517, 8240385, 8222463, 8231250, 8252768, 8284204
8279631, 8228012, 8256955, 8246859, 8274598, 8217849, 8286784, 8254413
8248708, 8259931, 8245924, 8233483, 8296239, 8241893, 8276722, 8252188
8260253, 8235764, 8241264, 8267591, 8251808, 8267669, 8242685, 8241094
8216205, 8242459, 8246090, 8258014, 8270948, 8264507, 8259482, 8254794
8236760, 8250361, 8248998, 8269936, 8233773, 8284175, 8267877, 8253290
8256319, 8259392, 8258690, 8233249, 8219429, 8268855, 8263437, 8256274
8262251, 8255494, 8264774, 8250332, 8272140, 8258046, 8280724, 8247258
8274174, 8249258, 8265286, 8259811, 8256299, 8263207, 8259850, 8248728
8265673, 8277302, 8267413, 8270980, 8255407, 8259438, 8257263, 8264020
8234323, 8239177, 8299401, 8249868, 8246960, 8245397, 8271463, 8255077
8233541, 8282232, 8255755, 8250448, 8261468, 8265586, 8260395, 8245170
8281114, 8268625, 8249745, 8262315, 8238391, 8242076, 8256773, 8252691
8242001, 8272504, 8257599, 8252416, 8249214, 8260965, 8247029, 8232856
8305519, 8305664, 8305925, 8305490, 8305867, 8305548, 8305606, 8305635
8284175, 8245344, 8251840, 8262019, 8269530, 8267993, 8221506, 8263034
8255945, 8270954, 8248106, 8235993, 8227751, 8285552, 8260842, 8255380
8265004, 8255923, 8250469, 8268044, 8264010, 8256147, 8237844, 8250101
8319181, 8273014, 8274500, 8282377, 8313553, 8286826, 8274652, 8282511
8254167, 8248636, 8250998, 8265308, 8259723, 8238347, 8248742, 8269877
